Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect
fiji,8219554,4,3,1,2,f iji,1
technician,8218658,10,7,3,2,techn ician,0
inline,8218587,6,4,2,1,inline,0
executives,8215657,10,8,2,3,exec ut ives,1
enquiries,8215393,9,7,2,2,en quiries,0
washing,8213049,7,7,0,1,washing,1
audi,8212116,4,4,0,1,audi,1
staffing,8211954,8,7,1,2,staff ing,0
cognitive,8211944,9,8,1,2,c ognitive,0
exploring,8210352,9,9,0,2,expl oring,1
trick,8208473,5,5,0,2,tr ick,1
enquiry,8208125,7,7,0,2,en quiry,1
closure,8207909,7,7,0,1,closure,1
raid,8207357,4,4,0,1,raid,1
ppc,8205779,3,2,1,2,pp c,1
timber,8205739,6,6,0,2,tim ber,1
volt,8204673,4,4,0,1,volt,1
intense,8202396,7,5,2,2,int ense,1
div,8200687,3,3,0,1,div,1
playlist,8200358,8,7,1,1,playlist,0
registrar,8198909,9,7,2,2,reg istrar,0
showers,8198630,7,6,1,2,show ers,0
supporters,8197749,10,7,3,2,support ers,0
ruling,8196826,6,6,0,2,r uling,1
steady,8194131,6,6,0,1,steady,1
dirt,8191960,4,4,0,2,d irt,1
statutes,8191031,8,5,3,2,stat utes,0
withdrawal,8189026,10,8,2,2,withdraw al,0
myers,8188797,5,5,0,2,my ers,1
drops,8187657,5,5,0,1,drops,1
predicted,8187530,9,7,2,1,predicted,0
wider,8186703,5,5,0,2,w ider,1
saskatchewan,8186212,12,9,3,3,s ask atchewan,0
jc,8184332,2,2,0,1,jc,1
cancellation,8183513,12,8,4,2,c ancellation,0
plugins,8183425,7,7,0,1,plugins,1
enrolled,8182105,8,6,2,2,en rolled,1
sensors,8181414,7,5,2,2,s ensors,0
screw,8177263,5,5,0,2,s crew,1
ministers,8175323,9,7,2,2,min isters,0
publicly,8174368,8,7,1,2,public ly,0
hourly,8170909,6,6,0,2,hour ly,1
blame,8170544,5,5,0,2,bl ame,1
geneva,8169165,6,5,1,2,gene va,1
freebsd,8161945,7,6,1,2,free bsd,1
veterinary,8160775,10,8,2,3,v eter inary,1
acer,8160550,4,4,0,1,acer,1
prostores,8159596,9,6,3,2,pro stores,0
reseller,8159450,8,4,4,2,res eller,0
dist,8157317,4,4,0,1,dist,1
handed,8150012,6,5,1,2,h anded,1
suffered,8148331,8,6,2,3,s uffer ed,1
intake,8145321,6,6,0,2,int ake,1
informal,8143403,8,8,0,2,inform al,0
relevance,8143379,9,7,2,2,re levance,0
incentive,8142630,9,6,3,3,in cent ive,0
butterfly,8141617,9,8,1,3,b utter fly,1
tucson,8141001,6,6,0,2,t ucson,1
mechanics,8138930,9,8,1,3,me chan ics,0
heavily,8136563,7,7,0,3,he av ily,1
swingers,8133475,8,7,1,2,sw ingers,1
fifty,8133138,5,4,1,2,f ifty,0
headers,8132869,7,6,1,1,headers,0
mistakes,8132757,8,7,1,2,mist akes,1
numerical,8132289,9,9,0,2,numer ical,1
ons,8129510,3,3,0,1,ons,1
geek,8129025,4,3,1,2,ge ek,1
uncle,8127694,5,5,0,2,unc le,1
defining,8126054,8,6,2,2,def ining,0
xnxx,8124818,4,2,2,2,xn xx,0
counting,8122357,8,7,1,2,count ing,1
reflection,8121245,10,9,1,1,reflection,0
sink,8120590,4,4,0,1,sink,1
accompanied,8119884,11,9,2,2,accom panied,1
assure,8118473,6,5,1,2,ass ure,1
invitation,8116098,10,6,4,1,invitation,0
devoted,8115627,7,5,2,2,dev oted,0
princeton,8114227,9,8,1,2,pr inceton,1
jacob,8114034,5,5,0,2,j acob,1
sodium,8112246,6,6,0,2,s odium,1
randy,8110369,5,5,0,2,rand y,1
spirituality,8110292,12,9,3,2,spirit uality,0
hormone,8108338,7,6,1,3,h orm one,1
meanwhile,8105294,9,8,1,2,mean while,1
proprietary,8104058,11,8,3,2,propri etary,0
timothy,8103385,7,6,1,2,tim othy,1
childrens,8100069,9,9,0,2,children s,0
brick,8094369,5,5,0,1,brick,1
grip,8094164,4,4,0,2,g rip,1
naval,8091649,5,4,1,2,nav al,1
thumbzilla,8088964,10,9,1,2,thumb zilla,0
medieval,8087116,8,7,1,2,med ieval,1
porcelain,8086207,9,9,0,2,por celain,1
avi,8084386,3,3,0,1,avi,1
bridges,8083681,7,7,0,2,brid ges,1
pichunter,8082691,9,9,0,3,p ich unter,1
captured,8081642,8,8,0,2,capt ured,1
watt,8078455,4,3,1,2,w att,1
thehun,8076660,6,5,1,3,the h un,0
decent,8075752,6,5,1,2,de cent,1
casting,8071983,7,7,0,1,casting,0
dayton,8068842,6,6,0,2,day ton,1
translated,8068739,10,8,2,1,translated,0
shortly,8068497,7,7,0,2,short ly,1
cameron,8064574,7,7,0,2,cam eron,1
columnists,8064506,10,9,1,2,column ists,0
pins,8062888,4,4,0,1,pins,1
carlos,8062714,6,6,0,2,car los,1
reno,8059568,4,4,0,1,reno,1
donna,8058734,5,4,1,2,d onna,0
andreas,8058390,7,6,1,2,and reas,1
warrior,8058069,7,5,2,2,war rior,0
diploma,8052765,7,7,0,3,di pl oma,1
cabin,8052267,5,5,0,2,c abin,1
innocent,8051344,8,6,2,3,inn oc ent,0
bdsm,8050305,4,4,0,2,bd sm,1
scanning,8049759,8,6,2,2,sc anning,0
ide,8047346,3,3,0,1,ide,1
consensus,8045198,9,6,3,2,cons ensus,1
polo,8044299,4,3,1,2,pol o,1
valium,8043979,6,6,0,2,val ium,1
copying,8043300,7,7,0,2,copy ing,1
rpg,8042611,3,3,0,2,r pg,1
delivering,8042490,10,8,2,2,deliver ing,0
cordless,8042360,8,7,1,2,cord less,1
patricia,8042229,8,6,2,2,pat ricia,0
horn,8041908,4,4,0,1,horn,1
eddie,8038567,5,3,2,2,ed die,1
uganda,8036029,6,5,1,2,ug anda,1
fired,8031937,5,5,0,2,f ired,1
journalism,8029164,10,10,0,2,journal ism,0
pd,8027301,2,2,0,1,pd,1
prot,8027025,4,4,0,1,prot,1
trivia,8022961,6,5,1,2,tr ivia,0
adidas,8021560,6,4,2,2,ad idas,1
perth,8020600,5,5,0,2,per th,1
frog,8019592,4,4,0,1,frog,1
grammar,8019137,7,4,3,1,grammar,0
intention,8018304,9,5,4,2,int ention,0
syria,8013914,5,5,0,2,sy ria,1
disagree,8010102,8,7,1,2,dis agree,0
klein,8009252,5,5,0,2,kle in,1
harvey,8007194,6,6,0,2,har vey,1
tires,8007166,5,5,0,2,t ires,1
logs,8004052,4,4,0,1,logs,1
undertaken,8002746,10,8,2,3,und ert aken,1
tgp,8001985,3,3,0,2,t gp,1
hazard,8001020,6,5,1,2,h azard,1
retro,8000179,5,4,1,2,ret ro,1
leo,7999564,3,3,0,1,leo,1
livesex,7998363,7,6,1,3,l ives ex,0
statewide,7997430,9,7,2,2,state wide,0
semiconductor,7994769,13,11,2,2,sem iconductor,0
gregory,7994610,7,5,2,2,greg ory,0
episodes,7992878,8,6,2,2,ep isodes,0
boolean,7991813,7,6,1,1,boolean,0
circular,7991428,8,6,2,2,c ircular,0
anger,7991036,5,5,0,1,anger,1
diy,7990525,3,3,0,2,di y,1
mainland,7987678,8,6,2,2,main land,1
illustrations,7987303,13,9,4,2,illustr ations,0
suits,7986526,5,4,1,2,s uits,0
chances,7980733,7,6,1,2,ch ances,0
interact,7979075,8,7,1,2,inter act,0
snap,7978122,4,4,0,1,snap,1
happiness,7976747,9,7,2,2,h appiness,0
arg,7976318,3,3,0,1,arg,1
substantially,7973137,13,9,4,3,sub stant ially,0
bizarre,7965108,7,6,1,2,b izarre,0
glenn,7963817,5,4,1,2,gl enn,1
ur,7963413,2,2,0,1,ur,1
auckland,7960929,8,7,1,2,a uckland,1
olympics,7957969,8,8,0,3,oly mp ics,1
fruits,7957429,6,6,0,2,fr uits,1
identifier,7956303,10,7,3,1,identifier,0
geo,7952815,3,3,0,1,geo,1
worldsex,7950176,8,8,0,2,world sex,1
ribbon,7949592,6,5,1,1,ribbon,1
calculations,7949423,12,9,3,2,calcul ations,0
doe,7946613,3,3,0,2,do e,1
jpeg,7946228,4,4,0,1,jpeg,1
conducting,7945868,10,8,2,2,conduct ing,1
startup,7945485,7,6,1,1,startup,0
suzuki,7943973,6,5,1,3,s uz uki,1
trinidad,7941269,8,6,2,2,tr inidad,0
ati,7939891,3,3,0,1,ati,1
kissing,7939523,7,5,2,2,k issing,1
wal,7937298,3,3,0,1,wal,1
handy,7936655,5,5,0,2,hand y,1
swap,7936113,4,4,0,1,swap,1
exempt,7935194,6,5,1,2,ex empt,1
crops,7931319,5,5,0,2,c rops,1
reduces,7930754,7,6,1,3,re du ces,0
accomplished,7928651,12,11,1,3,accom pl ished,1
calculators,7928172,11,8,3,2,calcul ators,0
geometry,7926717,8,7,1,1,geometry,1
impression,7926329,10,8,2,2,im pression,0
abs,7925063,3,3,0,1,abs,1
slovakia,7924180,8,7,1,3,s lovak ia,1
flip,7923655,4,4,0,1,flip,1
guild,7923630,5,5,0,1,guild,1
correlation,7923081,11,9,2,2,cor relation,0
gorgeous,7921525,8,6,2,3,gor ge ous,0
capitol,7917607,7,7,0,2,cap itol,1
sim,7917540,3,3,0,1,sim,1
dishes,7917224,6,5,1,2,d ishes,1
rna,7916693,3,3,0,1,rna,1
barbados,7914154,8,6,2,3,bar b ados,1
chrysler,7909680,8,7,1,2,ch rysler,0
nervous,7908601,7,7,0,3,n erv ous,1
refuse,7906739,6,5,1,2,ref use,0
extends,7905326,7,6,1,1,extends,1
fragrance,7904906,9,7,2,2,frag rance,1
mcdonald,7904746,8,7,1,3,m cd onald,1
replica,7904448,7,7,0,2,rep lica,0
plumbing,7903090,8,8,0,2,pl umbing,0
brussels,7894782,8,6,2,2,br ussels,0
tribe,7890695,5,5,0,2,trib e,1
neighbors,7890643,9,9,0,1,neighbors,0
trades,7889114,6,6,0,2,tr ades,1
superb,7886083,6,6,0,2,super b,1
buzz,7885592,4,3,1,1,buzz,1
transparent,7885356,11,7,4,1,transparent,0
nuke,7883128,4,4,0,2,nu ke,1
rid,7877480,3,3,0,1,rid,1
trinity,7877415,7,5,2,2,tr inity,1
charleston,7875155,10,10,0,2,char leston,1
handled,7871280,7,6,1,1,handled,0
legends,7869529,7,6,1,2,leg ends,0
boom,7869145,4,3,1,1,boom,1
calm,7867353,4,4,0,2,cal m,1
champions,7866751,9,9,0,2,ch ampions,1
floors,7863646,6,5,1,2,flo ors,0
selections,7863046,10,8,2,2,selection s,0
projectors,7859378,10,8,2,2,project ors,0
inappropriate,7854984,13,8,5,2,in appropriate,0
exhaust,7853076,7,7,0,2,ex haust,1
comparing,7852873,9,9,0,2,com paring,1
shanghai,7850915,8,6,2,2,sh anghai,0
speaks,7849940,6,5,1,2,spe aks,0
burton,7849087,6,6,0,2,bur ton,1
vocational,7847368,10,8,2,3,v oc ational,0
davidson,7847044,8,7,1,3,d avid son,0
copied,7846786,6,6,0,2,cop ied,1
scotia,7846014,6,6,0,3,sc ot ia,1
farming,7844515,7,7,0,2,f arming,1
gibson,7843641,6,6,0,3,g ib son,1
pharmacies,7840420,10,9,1,3,ph arm acies,1
fork,7839872,4,4,0,1,fork,1
troy,7839453,4,4,0,2,t roy,1
ln,7838721,2,2,0,1,ln,1
roller,7835563,6,4,2,1,roller,1
introducing,7835494,11,9,2,2,int roducing,0
batch,7835050,5,5,0,1,batch,1
organize,7833420,8,8,0,2,organ ize,1
appreciated,7831655,11,8,3,3,app rec iated,0
alter,7831337,5,5,0,1,alter,1
nicole,7827726,6,6,0,2,nic ole,1
latino,7827064,6,6,0,2,lat ino,0
ghana,7826979,5,4,1,2,gh ana,1
edges,7826115,5,4,1,1,edges,0
uc,7825094,2,2,0,1,uc,1
mixing,7825076,6,5,1,2,mix ing,0
handles,7823946,7,7,0,1,handles,1
skilled,7822819,7,6,1,2,sk illed,1
fitted,7821703,6,5,1,2,f itted,1
albuquerque,7820786,11,7,4,2,al buquerque,0
harmony,7820250,7,7,0,2,har mony,1
distinguished,7819407,13,9,4,2,d istinguished,0
asthma,7819180,6,5,1,2,ast hma,1
projected,7817947,9,8,1,2,project ed,0
assumptions,7816824,11,9,2,3,ass um ptions,0
shareholders,7816480,12,8,4,2,share holders,0
twins,7815027,5,5,0,2,tw ins,0
developmental,7812620,13,10,3,2,development al,0
rip,7811993,3,3,0,1,rip,1
zope,7811673,4,4,0,2,z ope,1
regulated,7811167,9,8,1,1,regulated,1
triangle,7808241,8,8,0,1,triangle,0
amend,7806844,5,5,0,2,am end,1
anticipated,7805107,11,8,3,1,anticipated,0
oriental,7801287,8,8,0,2,orient al,1
reward,7796577,6,5,1,1,reward,1
windsor,7796269,7,7,0,3,w inds or,1
zambia,7793214,6,5,1,2,z ambia,1
completing,7792221,10,10,0,3,com ple ting,1
gmbh,7792191,4,4,0,3,g mb h,1
buf,7790383,3,3,0,1,buf,1
ld,7788065,2,2,0,1,ld,1
hydrogen,7782756,8,8,0,2,hydro gen,1
webshots,7782169,8,7,1,2,web shots,0
sprint,7777576,6,6,0,2,s print,1
comparable,7771705,10,9,1,2,com parable,0
chick,7771502,5,4,1,2,ch ick,0
advocate,7767184,8,7,1,2,adv ocate,1
sims,7766711,4,3,1,2,s ims,1
confusion,7753690,9,7,2,2,conf usion,0
copyrighted,7753345,11,11,0,2,copyright ed,1
tray,7752079,4,4,0,2,tr ay,1
inputs,7750633,6,6,0,1,inputs,0
warranties,7750411,10,8,2,3,w arrant ies,0
genome,7750168,6,5,1,1,genome,1
escorts,7748900,7,6,1,2,esc orts,1
documented,7748021,10,8,2,2,document ed,0
thong,7747699,5,5,0,2,th ong,1
medal,7747036,5,5,0,2,med al,1
paperbacks,7745861,10,8,2,2,paper backs,0
coaches,7744876,7,6,1,2,co aches,0
vessels,7744606,7,4,3,3,v ess els,0
harbour,7744494,7,6,1,2,har bour,1
walks,7744070,5,5,0,2,walk s,1
sucks,7743126,5,4,1,2,s ucks,1
sol,7742935,3,3,0,1,sol,1
keyboards,7742684,9,9,0,2,key boards,1
sage,7739556,4,4,0,2,s age,1
knives,7736647,6,6,0,2,kn ives,1
eco,7736515,3,3,0,1,eco,1
vulnerable,7731173,10,8,2,2,v ulnerable,0
arrange,7727860,7,5,2,2,arr ange,1
artistic,7725365,8,6,2,2,art istic,1
bat,7725300,3,3,0,1,bat,1
honors,7724703,6,5,1,2,hon ors,0
booth,7723310,5,4,1,2,bo oth,1
indie,7722085,5,4,1,2,ind ie,0
reflected,7721386,9,7,2,2,ref lected,0
unified,7718780,7,6,1,2,un ified,0
bones,7717501,5,5,0,1,bones,1
breed,7716901,5,4,1,2,bre ed,0
detector,7716106,8,6,2,1,detector,0
ignored,7715815,7,7,0,1,ignored,1
polar,7715471,5,5,0,2,p olar,1
fallen,7714660,6,5,1,2,fall en,0
precise,7713353,7,6,1,2,prec ise,0
sussex,7713059,6,4,2,2,sus sex,1
respiratory,7712801,11,9,2,3,res pir atory,0
notifications,7712209,13,8,5,1,notifications,0
msgid,7711057,5,5,0,1,msgid,1
transexual,7710514,10,9,1,2,tran sexual,0
mainstream,7707583,10,8,2,2,main stream,0
invoice,7705574,7,6,1,1,invoice,0
evaluating,7703288,10,9,1,2,eval uating,0
lip,7697283,3,3,0,1,lip,1
subcommittee,7695207,12,9,3,2,sub committee,0
sap,7694814,3,3,0,1,sap,1
gather,7692892,6,6,0,1,gather,1
suse,7691084,4,3,1,2,s use,1
maternity,7689807,9,8,1,2,mat ernity,1
backed,7688105,6,6,0,2,back ed,1
alfred,7683998,6,6,0,2,alf red,1
colonial,7681403,8,6,2,2,colon ial,1
mf,7681143,2,2,0,1,mf,1
carey,7679924,5,5,0,2,care y,1
motels,7671328,6,6,0,2,mot els,1
forming,7671030,7,7,0,1,forming,1
embassy,7669494,7,6,1,2,emb assy,0
cave,7668883,4,4,0,2,c ave,1
journalists,7666080,11,10,1,2,journal ists,1
danny,7664864,5,4,1,2,d anny,1
rebecca,7664761,7,5,2,2,re becca,0
slight,7664301,6,6,0,2,sl ight,1
proceeds,7662697,8,7,1,3,pro ceed s,1
indirect,7660350,8,7,1,2,ind irect,0
amongst,7657732,7,7,0,2,among st,0
wool,7657081,4,3,1,2,wo ol,0
foundations,7656208,11,9,2,2,found ations,1
msgstr,7655514,6,5,1,2,msg str,0
arrest,7653819,6,5,1,2,ar rest,0
volleyball,7652654,10,7,3,3,vol ley ball,0
mw,7651741,2,2,0,1,mw,1
adipex,7650082,6,6,0,3,ad ip ex,1
horizon,7648930,7,6,1,2,hor izon,0
nu,7641650,2,2,0,1,nu,1
deeply,7641115,6,5,1,2,deep ly,1
toolbox,7639504,7,5,2,1,toolbox,0
ict,7635837,3,3,0,1,ict,1
marina,7635596,6,5,1,2,mar ina,1
liabilities,7633976,11,7,4,2,li abilities,0
prizes,7632888,6,6,0,2,pr izes,1
bosnia,7630931,6,6,0,2,bos nia,1
browsers,7628576,8,6,2,2,b rowsers,0
decreased,7628272,9,6,3,3,de cre ased,0
patio,7627536,5,5,0,2,pat io,1
dp,7627436,2,2,0,1,dp,1
tolerance,7626816,9,8,1,3,tol er ance,0
surfing,7626574,7,7,0,2,surf ing,1
creativity,7625520,10,8,2,2,cre ativity,0
lloyd,7624316,5,4,1,2,l loyd,1
describing,7620342,10,9,1,2,des cribing,0
optics,7616886,6,6,0,2,opt ics,1
pursue,7615784,6,5,1,3,p urs ue,1
lightning,7615712,9,6,3,2,light ning,0
overcome,7615672,8,6,2,2,over come,0
eyed,7613901,4,3,1,1,eyed,0
ou,7613704,2,2,0,1,ou,1
quotations,7612612,10,8,2,2,quot ations,0
grab,7610506,4,4,0,1,grab,1
inspector,7610238,9,9,0,2,ins pector,1
attract,7608984,7,4,3,2,at tract,0
brighton,7608900,8,8,0,2,bright on,1
beans,7607524,5,5,0,1,beans,1
bookmarks,7607172,9,7,2,2,book marks,0
ellis,7607078,5,4,1,2,ell is,1
disable,7606571,7,7,0,1,disable,1
snake,7606395,5,5,0,1,snake,1
succeed,7605605,7,5,2,2,s ucceed,0
leonard,7602783,7,7,0,2,leon ard,1
lending,7600212,7,6,1,2,l ending,0
oops,7597549,4,3,1,1,oops,0
reminder,7595207,8,6,2,1,reminder,0
nipple,7595055,6,5,1,2,n ipple,1
xi,7589570,2,2,0,1,xi,1
searched,7588455,8,7,1,2,search ed,0
behavioral,7585493,10,9,1,2,behavior al,0
riverside,7585114,9,6,3,3,r ivers ide,0
bathrooms,7584755,9,8,1,3,b ath rooms,0
plains,7584638,6,6,0,2,pl ains,1
sku,7583324,3,3,0,1,sku,1
ht,7582554,2,2,0,1,ht,1
raymond,7580925,7,7,0,2,ray mond,1
insights,7579690,8,6,2,2,ins ights,0
abilities,7578665,9,7,2,1,abilities,0
initiated,7577787,9,6,3,2,init iated,0
sullivan,7574988,8,7,1,2,s ullivan,1
za,7573829,2,2,0,1,za,1
midwest,7572172,7,7,0,2,mid west,1
karaoke,7568648,7,5,2,2,kar aoke,1
trap,7568482,4,4,0,1,trap,1
lonely,7567701,6,5,1,2,lon ely,0
fool,7567218,4,3,1,2,fo ol,1
ve,7563495,2,2,0,1,ve,1
nonprofit,7563000,9,7,2,2,non profit,0
lancaster,7560021,9,8,1,3,l anc aster,1
suspended,7558542,9,6,3,2,s uspended,0
hereby,7556876,6,5,1,2,here by,0
observe,7556517,7,6,1,1,observe,0
julia,7556335,5,5,0,2,j ulia,1
containers,7553719,10,9,1,1,containers,1
attitudes,7553476,9,7,2,2,att itudes,0
karl,7553289,4,4,0,2,kar l,1
berry,7551906,5,4,1,1,berry,1
collar,7551477,6,5,1,2,coll ar,1
simultaneously,7550101,14,11,3,3,sim ult aneously,0
racial,7549723,6,5,1,1,racial,1
integrate,7547193,9,7,2,2,int egrate,0
bermuda,7545339,7,7,0,3,ber m uda,0
amanda,7541237,6,4,2,2,am anda,1
sociology,7541153,9,7,2,3,s oci ology,0
mobiles,7540824,7,7,0,2,mobile s,1
screenshot,7538659,10,8,2,2,s creenshot,0
exhibitions,7538148,11,9,2,3,ex hib itions,0
kelkoo,7537738,6,4,2,3,kel k oo,0
confident,7537438,9,8,1,2,conf ident,1
retrieved,7534050,9,6,3,3,re trie ved,0
exhibits,7533895,8,7,1,3,ex hib its,0
officially,7533785,10,7,3,2,official ly,0
consortium,7532771,10,9,1,3,cons ort ium,0
dies,7532282,4,4,0,2,d ies,1
terrace,7531575,7,5,2,2,ter race,1
bacteria,7530969,8,7,1,2,b acteria,1
pts,7529949,3,3,0,1,pts,1
replied,7528347,7,6,1,2,re plied,0
seafood,7525177,7,6,1,2,sea food,0
novels,7525142,6,6,0,2,nov els,1
rh,7524738,2,2,0,1,rh,1
rrp,7524132,3,2,1,2,rr p,1
recipients,7523934,10,8,2,2,rec ipients,0
playboy,7523693,7,6,1,2,play boy,0
ought,7523238,5,5,0,1,ought,1
delicious,7521332,9,8,1,2,del icious,0
traditions,7520675,10,8,2,2,trad itions,0
fg,7519837,2,2,0,1,fg,1
jail,7515955,4,4,0,2,j ail,1
safely,7515572,6,6,0,3,s af ely,1
finite,7514740,6,5,1,1,finite,0
kidney,7514651,6,6,0,2,kid ney,1
periodically,7513935,12,10,2,2,period ically,0
fixes,7513516,5,5,0,2,fix es,1
sends,7512707,5,4,1,2,s ends,0
durable,7510780,7,7,0,2,d urable,1
mazda,7509120,5,4,1,3,m az da,1
allied,7508812,6,5,1,2,all ied,1
throws,7506714,6,6,0,1,throws,1
moisture,7505832,8,8,0,3,mo ist ure,1
hungarian,7504915,9,7,2,2,hung arian,0
roster,7503686,6,5,1,2,ro ster,1
referring,7496798,9,6,3,2,ref erring,0
symantec,7496195,8,8,0,3,sym ant ec,1
spencer,7495460,7,6,1,2,sp encer,1
wichita,7494430,7,6,1,2,wich ita,1
nasdaq,7492824,6,5,1,2,nas daq,1
uruguay,7491625,7,5,2,2,ur uguay,0
ooo,7491386,3,1,2,1,ooo,1
hz,7489876,2,2,0,1,hz,1
transform,7488924,9,8,1,1,transform,0
timer,7488669,5,5,0,1,timer,1
tablets,7485928,7,6,1,2,table ts,1
tuning,7480638,6,5,1,2,t uning,1
gotten,7480306,6,5,1,2,g otten,0
educators,7476133,9,9,0,2,educ ators,0
tyler,7474964,5,5,0,2,ty ler,1
futures,7472575,7,6,1,2,f utures,0
vegetable,7470219,9,7,2,2,veget able,0
verse,7469512,5,4,1,1,verse,0
highs,7468394,5,4,1,2,high s,0
humanities,7465314,10,9,1,2,human ities,0
independently,7464079,13,8,5,3,in depend ently,0
wanting,7463610,7,6,1,2,want ing,1
custody,7459454,7,7,0,2,cust ody,1
scratch,7457515,7,6,1,1,scratch,0
launches,7455848,8,8,0,2,launch es,1
ipaq,7454622,4,4,0,2,ip aq,1
alignment,7454436,9,8,1,1,alignment,1
masturbating,7453955,12,10,2,3,mast urb ating,0
henderson,7453879,9,7,2,3,h end erson,0
bk,7453778,2,2,0,1,bk,1
britannica,7452694,10,7,3,3,brit ann ica,0
comm,7452092,4,3,1,1,comm,1
ellen,7450956,5,3,2,1,ellen,1
competitors,7449364,11,9,2,2,compet itors,0
nhs,7447103,3,3,0,2,n hs,1
rocket,7447070,6,6,0,1,rocket,1
aye,7441890,3,3,0,1,aye,1
bullet,7440918,6,5,1,1,bullet,1
towers,7438264,6,6,0,2,t owers,1
racks,7436380,5,5,0,2,r acks,1
lace,7436281,4,4,0,1,lace,1
nasty,7434847,5,5,0,2,n asty,1
visibility,7434248,10,7,3,1,visibility,0
latitude,7432948,8,7,1,1,latitude,0
consciousness,7431877,13,7,6,2,conscious ness,0
ste,7430971,3,3,0,1,ste,1
tumor,7430480,5,5,0,2,t umor,1
ugly,7430462,4,4,0,2,ug ly,1
deposits,7430333,8,7,1,3,de pos its,1
beverly,7429063,7,6,1,3,be ver ly,0
mistress,7426613,8,6,2,2,mist ress,0
encounter,7426608,9,7,2,2,enc ounter,0
trustees,7426417,8,5,3,2,trust ees,0
watts,7423674,5,4,1,2,w atts,1
duncan,7423378,6,5,1,2,d uncan,1
reprints,7418973,8,7,1,2,re prints,1
hart,7416862,4,4,0,1,hart,1
bernard,7416113,7,6,1,2,bern ard,1
resolutions,7415763,11,9,2,2,res olutions,0
ment,7415216,4,4,0,1,ment,1
accessing,7415131,9,7,2,2,access ing,0
forty,7415064,5,5,0,2,fort y,1
tubes,7413309,5,5,0,2,t ubes,1
attempted,7412242,9,6,3,2,attempt ed,0
col,7402414,3,3,0,1,col,1
midlands,7402328,8,7,1,2,mid lands,0
priest,7401793,6,6,0,2,pri est,1
floyd,7401451,5,5,0,2,f loyd,1
ronald,7400733,6,6,0,2,ron ald,1
analysts,7400631,8,6,2,2,anal ysts,1
queue,7398569,5,3,2,1,queue,0
dx,7396278,2,2,0,1,dx,1
sk,7392775,2,2,0,1,sk,1
trance,7392026,6,6,0,2,tr ance,1
locale,7391821,6,5,1,1,locale,0
nicholas,7390870,8,8,0,3,n ich olas,1
biol,7390183,4,4,0,2,bi ol,1
yu,7383148,2,2,0,1,yu,1
bundle,7382454,6,6,0,1,bundle,1
hammer,7382393,6,5,1,1,hammer,1
invasion,7381794,8,6,2,2,in vasion,0
witnesses,7381231,9,6,3,3,w itness es,0
runner,7381022,6,4,2,1,runner,1
rows,7379744,4,4,0,1,rows,1
administered,7379068,12,9,3,3,admin ister ed,0
notion,7378935,6,4,2,2,not ion,0
sq,7371207,2,2,0,1,sq,1
skins,7370612,5,4,1,1,skins,1
mailed,7370075,6,6,0,2,ma iled,1
oc,7369574,2,2,0,1,oc,1
fujitsu,7368844,7,6,1,3,f uj itsu,1
spelling,7368045,8,7,1,2,sp elling,0
arctic,7366509,6,5,1,2,ar ctic,1
exams,7364984,5,5,0,2,ex ams,1
rewards,7362798,7,6,1,2,re wards,1
beneath,7362453,7,6,1,3,b ene ath,1
strengthen,7362426,10,7,3,2,stre ngthen,0
defend,7362127,6,4,2,2,def end,0
aj,7362042,2,2,0,1,aj,1
frederick,7360731,9,7,2,3,fre der ick,0
medicaid,7356955,8,6,2,2,med icaid,0
treo,7353633,4,4,0,2,tre o,1
infrared,7353180,8,7,1,2,in frared,1
seventh,7351731,7,6,1,2,se venth,0
gods,7349181,4,4,0,2,g ods,1
une,7347765,3,3,0,1,une,1
welsh,7346867,5,5,0,2,wel sh,1
belly,7346354,5,4,1,2,bel ly,1
aggressive,7345918,10,7,3,2,ag gressive,0
tex,7342192,3,3,0,1,tex,1
advertisements,7341945,14,10,4,3,ad vertis ements,0
quarters,7341914,8,7,1,1,quarters,1
stolen,7341424,6,6,0,2,st olen,1
cia,7338564,3,3,0,1,cia,1
sublimedirectory,7337696,16,13,3,4,sub lim ed irectory,0
soonest,7335443,7,5,2,2,so onest,1
haiti,7332685,5,4,1,2,hait i,1
disturbed,7332357,9,8,1,2,dist urbed,1
determines,7331574,10,8,2,3,d etermin es,0
sculpture,7328010,9,8,1,3,sc ulpt ure,1
poly,7326088,4,4,0,1,poly,1
ears,7324193,4,4,0,1,ears,1
dod,7322498,3,2,1,2,d od,1
wp,7319881,2,2,0,1,wp,1
fist,7319405,4,4,0,2,f ist,1
naturals,7318729,8,7,1,3,n atur als,0
neo,7316103,3,3,0,1,neo,1
motivation,7315438,10,7,3,2,mot ivation,0
lenders,7315239,7,6,1,2,l enders,0
pharmacology,7313571,12,10,2,3,ph armac ology,0
fitting,7313197,7,5,2,2,fit ting,1
fixtures,7313034,8,8,0,1,fixtures,1
bloggers,7312692,8,7,1,2,blog gers,0
mere,7312247,4,3,1,1,mere,1
agrees,7311475,6,5,1,2,ag rees,1
passengers,7309716,10,7,3,2,pass engers,0
quantities,7308855,10,8,2,2,quant ities,0
petersburg,7306746,10,8,2,3,p eters burg,0
consistently,7304456,12,9,3,3,cons ist ently,0
powerpoint,7303201,10,8,2,2,power point,0
