Word,Frequency,Letters_Number,Unique_Letters_number,Difference,GPT4o-mini_IFCorrect,Tokens_Number,Tokens
legende,66949,7,5,2,0,2,leg ende
tictactoe,138063,9,6,3,0,4,t ict act oe
geochron,37803,8,7,1,0,3,ge och ron
obrador,42607,7,5,2,1,2,obr ador
ekoostik,18152,8,6,2,0,3,eko ost ik
vism,89051,4,4,0,1,2,vis m
unshared,50368,8,8,0,1,2,un shared
cabrel,15135,6,6,0,1,2,cab rel
txd,167449,3,3,0,1,2,tx d
ditionary,62639,9,8,1,0,3,d ition ary
sbg,92793,3,3,0,1,2,s bg
nonresidents,168617,12,8,4,0,3,non res idents
carseat,128904,7,6,1,1,2,car seat
sealab,52281,6,5,1,0,2,seal ab
musou,27410,5,4,1,1,2,mus ou
horticulturist,89073,14,9,5,0,4,hort ic ultur ist
netmotion,14998,9,6,3,0,2,net motion
cognitions,72392,10,7,3,0,3,c ogn itions
ffiec,97292,5,4,1,1,2,ff iec
linettebackroom,43075,15,12,3,0,4,lin ette back room
speedrazor,14238,10,8,2,0,3,speed raz or
hissed,219599,6,5,1,1,2,h issed
cesarean,418871,8,6,2,1,3,ces are an
astronomia,76806,10,8,2,0,2,astr onomia
appu,13985,4,3,1,0,2,app u
ioral,26666,5,5,0,1,2,ior al
kjw,15641,3,3,0,1,2,kj w
mackerel,578375,8,7,1,0,3,m acker el
winnacunnet,22626,11,8,3,0,4,w inn acun net
housereal,13390,9,8,1,0,3,h ous ereal
unwillingly,142496,11,7,4,0,4,un w illing ly
muga,35409,4,4,0,1,2,m uga
mercato,151538,7,7,0,1,2,merc ato
righteousness,1950164,13,10,3,0,3,r ighteous ness
gorefest,23230,8,7,1,0,3,g ore fest
vizcaino,53796,8,7,1,1,3,viz c aino
harshad,23454,7,5,2,1,3,har sh ad
durante,482765,7,7,0,1,2,dur ante
sirtis,177930,6,4,2,0,3,s irt is
loose,12556710,5,4,1,1,2,lo ose
barry,12921548,5,4,1,1,2,bar ry
mortazavi,24569,9,8,1,1,3,mort az avi
brushcutter,28280,11,8,3,0,3,brush c utter
entombment,43458,10,6,4,0,3,ent omb ment
peaceniks,36786,9,8,1,1,3,pe acen iks
rayner,323041,6,5,1,1,2,ray ner
cecile,332430,6,4,2,1,2,cec ile
floop,14214,5,4,1,1,2,f loop
culos,200254,5,5,0,1,1,culos
overington,13196,10,8,2,1,2,over ington
meetup,8449127,6,5,1,1,2,meet up
yamaha,9134279,6,4,2,0,2,yam aha
chiding,40532,7,6,1,0,2,ch iding
subcapsular,17513,11,8,3,0,3,sub caps ular
natomas,84495,7,6,1,0,2,nat omas
kerasotes,62481,9,7,2,0,2,keras otes
andijan,61121,7,5,2,1,2,and ijan
itech,189484,5,5,0,1,1,itech
taurocholate,13294,12,9,3,0,3,tau roch olate
computersale,12713,12,11,1,0,3,comput ers ale
annrika,15854,7,5,2,1,2,ann rika
setactionmap,12793,12,10,2,0,3,set action map
pilates,2415579,7,7,0,1,2,pil ates
zupko,49050,5,5,0,1,3,z up ko
debunked,194680,8,6,2,0,3,deb unk ed
armors,92263,6,5,1,1,2,arm ors
forceclass,14377,10,8,2,0,2,force class
joella,14357,6,5,1,1,2,jo ella
paleozoic,167135,9,8,1,1,4,p aleo zo ic
seans,14788,5,4,1,1,2,se ans
oscillation,1002305,11,8,3,0,2,osc illation
robak,25973,5,5,0,1,2,rob ak
sexclips,18106,8,7,1,1,2,sex clips
multitudinous,50122,13,9,4,0,4,mult itud in ous
kostya,49362,6,6,0,1,2,kost ya
savall,26061,6,4,2,1,2,sav all
rockaway,516971,8,7,1,1,2,rock away
kokuou,20431,6,3,3,0,3,k oku ou
turkmen,354324,7,7,0,1,2,tur kmen
instru,225277,6,6,0,1,2,in stru
rlm,155391,3,3,0,1,2,rl m
crossbow,439568,8,6,2,0,2,cross bow
schol,155693,5,5,0,1,2,sch ol
kompass,151659,7,6,1,1,2,kom pass
juvenil,76586,7,7,0,1,2,juven il
tubus,17850,5,4,1,1,3,t ub us
fanjita,13152,7,6,1,1,3,f anj ita
krishnas,24216,8,7,1,0,3,kr ish nas
verssion,17228,8,7,1,0,3,vers s ion
res,19797705,3,3,0,1,1,res
readmissions,43355,12,9,3,0,2,read missions
renset,69531,6,5,1,0,2,rens et
yric,30276,4,4,0,1,2,y ric
avrohom,25982,7,6,1,0,3,av ro hom
oprg,14073,4,4,0,1,2,op rg
memchr,26947,6,5,1,0,2,mem chr
damani,24086,6,5,1,1,2,dam ani
interjecting,47760,12,8,4,0,3,inter ject ing
diastolic,418890,9,8,1,1,3,di ast olic
farrer,138832,6,4,2,0,2,f arrer
jamais,227632,6,5,1,1,2,jam ais
les,28848836,3,3,0,1,1,les
wring,188579,5,5,0,1,2,wr ing
rencontre,613753,9,6,3,1,2,ren contre
manwaring,38612,9,7,2,0,3,man w aring
tyr,2587078,3,3,0,1,2,ty r
indicative,2542684,10,8,2,0,2,indic ative
taihape,25763,7,6,1,1,2,tai hape
playbo,29430,6,6,0,1,2,play bo
glay,43339,4,4,0,1,2,gl ay
leverton,47115,8,7,1,1,2,lever ton
milions,21008,7,6,1,0,2,mil ions
theatres,3518346,8,6,2,1,2,the atres
lilesville,16021,10,5,5,0,3,l iles ville
eqnikhs,53987,7,7,0,1,3,eq nik hs
ivona,27928,5,5,0,1,2,iv ona
graybeal,20381,8,7,1,1,3,gray be al
teleconverter,81417,13,8,5,0,2,tele converter
prematurity,185806,11,9,2,0,2,prem aturity
gutmans,28020,7,7,0,1,2,gut mans
umek,14730,4,4,0,1,2,um ek
gefallen,30681,8,6,2,0,2,ge fallen
galatea,94903,7,5,2,1,2,gal atea
dragoon,389124,7,6,1,1,2,drag oon
faveur,62360,6,6,0,1,3,f ave ur
glassford,27807,9,8,1,0,2,glass ford
auction,44619724,7,7,0,1,1,auction
oxiclean,13205,8,8,0,1,3,ox icle an
bottomland,72843,10,8,2,0,2,bottom land
bloks,241048,5,5,0,1,2,bl oks
bohemian,2402466,8,8,0,1,2,bo hemian
dmag,13987,4,4,0,1,2,d mag
lewiston,1169283,8,8,0,1,2,lew iston
matchesrating,111412,13,11,2,0,2,matches rating
pgrinn,13936,6,5,1,1,3,p gr inn
fastream,17936,8,7,1,0,2,fast ream
joyeuse,16695,7,6,1,0,3,joy e use
ovate,143727,5,5,0,1,2,ov ate
servicemaster,95521,13,9,4,0,3,serv icem aster
lanzamiento,21582,11,9,2,0,3,l anz amiento
eeye,92646,4,2,2,0,2,e eye
biochimie,66420,9,7,2,0,3,bio chim ie
merryman,54246,8,6,2,0,3,m err yman
darkwater,34678,9,7,2,0,2,dark water
praktica,199835,8,7,1,1,2,prakt ica
dailyhaha,16040,9,6,3,1,2,daily haha
sympa,468701,5,5,0,1,2,sym pa
skyn,18635,4,4,0,1,2,sk yn
choice,68222335,6,5,1,0,1,choice
calderas,25568,8,7,1,1,3,cal der as
kajiura,14056,7,6,1,1,3,k aji ura
houden,35103,6,6,0,1,1,houden
comfortable,19520487,11,10,1,0,1,comfortable
vaka,22457,4,3,1,1,2,v aka
kbit,414790,4,4,0,1,2,k bit
loncraine,22048,9,8,1,1,3,lon c raine
topinabee,12886,9,8,1,0,3,top in abee
dietpill,33732,8,6,2,0,2,diet pill
atlantique,154818,10,8,2,1,3,at lant ique
pontyclun,30453,9,8,1,1,3,pont ycl un
libgc,27696,5,5,0,1,2,lib gc
majeed,58521,6,5,1,0,3,ma je ed
houellebecq,36831,11,8,3,0,4,hou elle bec q
xplosion,61252,8,7,1,0,2,x plosion
berks,687726,5,5,0,1,2,ber ks
nubuk,14076,5,4,1,0,2,nub uk
milia,47922,5,4,1,0,2,m ilia
mccraw,57921,6,5,1,1,3,m cc raw
rochen,76115,6,6,0,1,1,rochen
eigenspaces,17612,11,8,3,0,3,e igens paces
togs,131565,4,4,0,1,2,t ogs
unleashing,312671,10,9,1,1,3,un le ashing
ferriss,16441,7,5,2,0,3,f err iss
tye,530460,3,3,0,1,2,ty e
citizenshift,26659,12,9,3,0,3,cit izens hift
eurocentric,53305,11,8,3,0,3,e uro centric
goulet,161334,6,6,0,1,3,g ou let
farty,29351,5,5,0,1,2,f arty
djr,43616,3,3,0,1,2,d jr
bishopbriggs,28570,12,8,4,0,3,bishop brig gs
ijj,16394,3,2,1,1,2,ij j
phillipson,69723,10,7,3,0,4,ph ill ip son
setae,111998,5,4,1,1,2,set ae
madder,139288,6,5,1,1,2,mad der
paragonsports,114090,13,8,5,0,4,par ag ons ports
phenemine,26430,9,6,3,0,2,phen emine
recompress,16509,10,7,3,0,2,re compress
zumpano,14684,7,7,0,1,3,z ump ano
oddballs,54991,8,6,2,0,3,od db alls
favoritter,42483,10,8,2,1,2,favor itter
bayit,14203,5,5,0,1,2,bay it
cupp,69615,4,3,1,1,2,cu pp
visitng,22483,7,6,1,0,2,visit ng
imatter,17624,7,6,1,0,2,im atter
interiors,3146686,9,7,2,0,2,inter iors
naturalisation,78906,14,9,5,0,2,natural isation
ubm,36199,3,3,0,1,2,ub m
hobgoblin,100529,9,7,2,0,4,hob g ob lin
bstring,19676,7,7,0,1,2,b string
maldives,5172859,8,8,0,1,2,mal dives
doolen,13079,6,5,1,1,3,d ool en
unido,639595,5,5,0,1,2,un ido
surveyschedule,20274,14,10,4,0,3,sur veys chedule
referals,59474,8,6,2,0,2,refer als
diaphaniety,15740,11,9,2,0,4,di aph an iety
repliweb,18678,8,7,1,1,3,re pli web
ogooto,12712,6,3,3,0,2,ogo oto
meesteres,16237,9,5,4,0,3,me ester es
cryed,43039,5,5,0,1,2,cry ed
kelme,103039,5,4,1,1,2,kel me
nombreuses,47307,10,8,2,0,2,nombre uses
threonine,702059,9,7,2,1,3,th reon ine
tharp,233659,5,5,0,1,2,th arp
wamsley,30037,7,7,0,1,3,w ams ley
unclassifie,25203,11,9,2,0,3,un class ifie
qualey,15123,6,6,0,1,2,qual ey
sylph,44120,5,5,0,1,3,s yl ph
cyn,395768,3,3,0,1,2,c yn
stoffer,41329,7,6,1,1,2,stoff er
nitzsche,23314,8,8,0,1,2,nitz sche
butternut,324726,9,6,3,0,3,but tern ut
inhalten,17735,8,7,1,1,2,in halten
cardura,65776,7,5,2,0,2,card ura
hoaxes,490943,6,6,0,1,2,ho axes
citebase,201951,8,7,1,0,2,cite base
aisd,94536,4,4,0,1,2,ais d
familiarizing,68317,13,9,4,0,3,f amiliar izing
musicares,31880,9,8,1,1,3,mus ica res
centromere,127631,10,7,3,0,3,cent rom ere
andirons,43012,8,7,1,1,2,andir ons
interactivas,13364,12,9,3,0,3,inter activ as
unagi,28825,5,5,0,1,2,un agi
grijs,70158,5,5,0,1,2,gr ijs
utilising,648375,9,7,2,0,2,util ising
altshuller,14161,10,8,2,0,3,alt sh uller
seamap,13738,6,5,1,1,3,se am ap
croyden,24404,7,7,0,1,3,c roy den
freire,212896,6,4,2,1,2,fre ire
fune,23526,4,4,0,1,2,f une
drip,1849747,4,4,0,1,2,dr ip
cvicu,22596,5,4,1,0,2,cv icu
alrighty,85654,8,8,0,1,3,al right y
excrutiatingly,16635,14,12,2,0,5,ex cr uti ating ly
wellskin,28054,8,7,1,0,2,well skin
bulleted,378369,8,6,2,0,2,bul leted
revers,32282,6,4,2,0,2,re vers
pauahi,18601,6,5,1,1,2,pau ahi
machtlfinger,59526,12,12,0,1,3,macht lf inger
airmail,2611913,7,5,2,0,2,air mail
everythings,107056,11,10,1,0,2,every things
samlet,14743,6,6,0,1,2,sam let
painterly,95449,9,9,0,1,3,p ainter ly
koolstop,29661,8,6,2,0,3,k ool stop
phonathon,46156,9,6,3,0,2,phon athon
sylvanian,111903,9,7,2,1,4,s yl van ian
jasso,17631,5,4,1,1,2,j asso
biodiverse,15061,10,8,2,0,3,b iod iverse
cameranikon,28628,11,9,2,1,4,c amer anik on
coulterville,71947,12,9,3,0,4,c oul ter ville
megiddo,92871,7,6,1,0,3,meg id do
interfacepostgresql,14161,19,14,5,0,3,interface postgres ql
dirtied,25059,7,5,2,0,3,d irt ied
investors,16666503,9,8,1,1,2,invest ors
babyphat,21864,8,6,2,1,3,baby ph at
askjeevescouk,30995,13,9,4,0,5,ask jee ves c ouk
cmdr,184760,4,4,0,1,2,cmd r
gtkam,28461,5,5,0,1,2,gt kam
dromedary,64203,9,7,2,0,4,d rom ed ary
laurentius,24280,10,9,1,1,4,la ur enti us
enterprizes,19291,11,8,3,0,3,enter pr izes
cunnilinguscreampiepicturesblack,21534,32,15,17,0,9,c unn iling us cre amp iep ictures black
putley,25506,6,6,0,1,2,put ley
mainsail,125483,8,6,2,0,3,m ains ail
hambleton,165818,9,9,0,0,3,ham ble ton
wisi,254083,4,3,1,1,2,w isi
matas,66739,5,4,1,1,2,m atas
opio,28515,4,3,1,1,1,opio
ascendance,43265,10,6,4,0,2,asc endance
wireframe,178985,9,7,2,0,2,wire frame
immature,1277806,8,7,1,0,2,imm ature
bergfeld,36452,8,7,1,1,2,berg feld
magdelena,18504,9,7,2,0,3,mag del ena
blankley,91940,8,7,1,0,2,blank ley
yash,119995,4,4,0,1,2,y ash
nowirz,33888,6,6,0,1,3,now ir z
fado,127002,4,4,0,1,2,f ado
diclemente,21558,10,8,2,0,3,dic lement e
dbgt,41711,4,4,0,1,2,db gt
condusive,16039,9,9,0,1,2,cond usive
oov,17809,3,2,1,0,2,o ov
banks,30582183,5,5,0,1,1,banks
deirdre,479147,7,4,3,0,3,de ird re
concan,25755,6,4,2,0,2,con can
girle,133335,5,5,0,1,2,gir le
ovariectomized,51038,14,11,3,0,5,ov arie ct om ized
unzensiert,180915,10,8,2,0,3,un zens iert
hsc,1098845,3,3,0,1,2,h sc
koteas,22602,6,6,0,1,3,k ote as
rhaid,220250,5,5,0,0,2,r haid
noventa,20226,7,6,1,1,2,nov enta
hydroxysteroid,85755,14,10,4,0,4,hyd rox yst eroid
commiters,21935,9,8,1,0,2,commit ers
crepis,16335,6,6,0,1,2,cre pis
higaki,14011,6,5,1,0,3,h ig aki
tricore,15388,7,6,1,1,2,tric ore
pharmacologie,14598,13,11,2,0,3,ph armac ologie
shouldbe,38641,8,8,0,0,2,should be
transcoding,251975,11,10,1,0,2,trans coding
functionalism,92142,13,11,2,0,2,functional ism
pierpont,153922,8,7,1,1,2,pier pont
shadi,71350,5,5,0,1,2,sh adi
slimfast,29386,8,7,1,1,3,sl im fast
gfortran,178818,8,7,1,0,3,g for tran
traser,48456,6,5,1,1,2,tras er
deafness,802253,8,6,2,0,3,de af ness
midlets,35738,7,7,0,1,2,mid lets
heebie,31376,6,4,2,0,3,he eb ie
libjava,380839,7,6,1,1,2,lib java
mtce,24149,4,4,0,1,2,mt ce
blackfin,101342,8,8,0,1,2,black fin
qee,46645,3,2,1,1,2,q ee
hawkeyes,491377,8,7,1,0,3,haw key es
komentarz,21763,9,9,0,1,3,kom entar z
portero,49265,7,5,2,0,2,port ero
cleomenes,39050,9,7,2,0,3,cle omen es
ridisc,38500,6,5,1,0,2,rid isc
wttorney,40334,8,7,1,1,3,w tt orney
googels,43830,7,5,2,0,2,goog els
serenade,745115,8,6,2,0,2,ser enade
fatgirls,15139,8,8,0,1,2,fat girls
horseguards,58113,11,9,2,0,3,hor segu ards
morpyeus,42772,8,8,0,1,4,m orp ye us
racehorse,182168,9,7,2,0,2,race horse
doka,22172,4,4,0,1,2,d oka
senecio,88254,7,6,1,0,3,sen ec io
sing,11114001,4,4,0,1,1,sing
piper,3346631,5,4,1,1,2,p iper
denitrifying,19174,12,9,3,0,3,den itr ifying
sumus,35175,5,3,2,0,2,sum us
setautoscrolls,13948,14,9,5,0,5,set aut osc roll s
notecard,148857,8,8,0,1,2,not ecard
burwood,232891,7,6,1,0,2,bur wood
joffre,50944,6,5,1,1,3,j off re
specialising,1559090,12,9,3,0,2,special ising
wwwkazaa,43720,8,4,4,0,3,www kaz aa
montefeltro,19419,11,8,3,0,4,mon te felt ro
miracles,2411472,8,8,0,1,2,mir acles
briggsville,23306,11,8,3,0,3,br igg sville
wigs,2561086,4,4,0,1,2,w igs
iata,719797,4,3,1,1,1,iata
asao,13719,4,3,1,0,2,as ao
lemmas,259859,6,5,1,0,2,lem mas
lissitzky,19561,9,7,2,0,4,l iss itz ky
openwave,155681,8,7,1,0,2,open wave
allingham,61077,9,7,2,0,2,all ingham
eastenders,360132,10,7,3,0,2,east enders
ymarfer,54013,7,6,1,0,3,ym ar fer
techology,71834,9,8,1,1,2,tech ology
bsme,41071,4,4,0,1,2,bs me
homeseasonal,17294,12,8,4,0,4,hom ese ason al
annotator,91788,9,5,4,0,2,annot ator
declination,531042,11,9,2,1,2,decl ination
multipoles,24346,10,9,1,0,2,multip oles
patmatch,29984,8,6,2,0,2,pat match
tvac,26060,4,4,0,1,2,tv ac
stutzer,14918,7,6,1,0,2,st utzer
sioned,37822,6,6,0,1,2,s ioned
braulio,31026,7,7,0,1,2,bra ulio
pmsf,40339,4,4,0,1,3,p ms f
helmstedt,13235,9,7,2,0,2,helm stedt
fater,19051,5,5,0,1,2,f ater
christiaan,130098,10,8,2,1,2,christ iaan
noframes,69637,8,8,0,1,3,nof r ames
abnett,19925,6,5,1,0,2,ab nett
horlock,17204,7,6,1,0,2,hor lock
presentational,138421,14,10,4,0,2,present ational
jkd,68267,3,3,0,1,2,j kd
treece,48708,6,4,2,0,2,tree ce
tokyopop,194837,8,5,3,0,4,tok y op op
linuxlogo,16063,9,7,2,0,2,linux logo
abana,27885,5,3,2,1,2,ab ana
bhakti,230490,6,6,0,1,2,bh akti
bonnyville,63482,10,8,2,0,3,bon ny ville
derxw,13507,5,5,0,1,3,der x w
prostitutas,22862,11,8,3,0,3,pro stit utas
sayadaw,42132,7,5,2,0,3,say ad aw
resonated,137321,9,8,1,1,3,res on ated
qq,1998977,2,1,1,1,1,qq
bailieboro,22501,10,7,3,0,4,b ail ie boro
elva,153407,4,4,0,1,2,el va
jupiterresearch,515081,15,11,4,0,3,j upiter research
rpd,158736,3,3,0,1,2,r pd
siloam,238555,6,6,0,1,3,s ilo am
mathematisch,26071,12,8,4,0,3,mat hem atisch
websitemap,19739,10,9,1,0,3,web s itemap
domdocumenttype,21689,15,10,5,0,3,dom document type
ungheria,17406,8,8,0,1,3,un gh eria
peachey,71129,7,6,1,1,3,pe ache y
shultz,302113,6,6,0,1,2,sh ultz
sans,6439653,4,3,1,1,1,sans
tacna,35309,5,4,1,1,3,t ac na
forfend,12724,7,6,1,1,3,for f end
garant,59433,6,5,1,1,2,gar ant
matr,46608,4,4,0,1,2,mat r
wwwancestry,31215,11,9,2,1,3,www ances try
haugan,37368,6,5,1,1,2,hau gan
interealty,13829,10,8,2,0,3,inter e alty
cambodge,42283,8,8,0,1,3,c amb odge
thelonius,39993,9,9,0,1,3,thel oni us
tapwave,262382,7,6,1,0,2,tap wave
rlss,15512,4,3,1,0,2,rl ss
produtora,56567,9,7,2,0,2,prod utora
chugga,23304,6,5,1,1,3,ch ug ga
maliki,28418,6,5,1,1,2,mal iki
linksys,4497734,7,6,1,1,2,link sys
semans,13441,6,5,1,0,2,sem ans
slean,29559,5,5,0,1,2,s lean
scopes,2079413,6,5,1,0,2,sc opes
capitate,17766,8,6,2,1,2,cap itate
pmo,297554,3,3,0,1,2,p mo
unfasten,19945,8,7,1,1,3,un fast en
idled,77146,5,4,1,0,2,id led
limodou,22193,7,6,1,1,3,lim od ou
addressee,513417,9,5,4,0,3,add res see
curtails,33804,8,8,0,1,2,cur tails
maxlite,17335,7,7,0,1,2,max lite
urlid,191262,5,5,0,1,2,url id
xtree,16416,5,4,1,1,2,xt ree
cynosure,59288,8,8,0,1,3,c ynos ure
studioworks,117518,11,9,2,0,4,st udi ow orks
menuconfig,72968,10,9,1,0,2,menu config
irreverence,84544,11,6,5,0,3,irre ver ence
dsdl,31187,4,3,1,0,2,ds dl
exhibi,32595,6,5,1,1,3,ex hib i
urriculum,20012,9,6,3,0,2,urr iculum
olie,147824,4,4,0,1,1,olie
knurling,13037,8,7,1,1,3,kn url ing
babri,44524,5,4,1,1,2,bab ri
lightmeters,17985,11,9,2,0,2,light meters
stlport,88626,7,6,1,0,3,st l port
chemotherapies,15160,14,11,3,0,3,chem otherap ies
lssp,19506,4,3,1,1,2,l ssp
lanchester,121128,10,9,1,0,3,l anch ester
sassafras,256493,9,4,5,0,3,sass af ras
memorab,61286,7,6,1,0,2,mem orab
kwijt,13398,5,5,0,1,2,kw ijt
coreference,39730,11,6,5,0,2,core ference
crashdump,13218,9,9,0,1,3,cr ash dump
constituer,14516,10,9,1,0,2,constit uer
piatigorsky,14815,11,10,1,0,4,pi atig ors ky
adjusters,503362,9,8,1,1,2,adjust ers
alarming,1245253,8,7,1,1,2,al arming
readmefirst,40208,11,9,2,0,3,read me first
wbw,36781,3,2,1,1,2,wb w
mullion,80528,7,6,1,1,3,m ull ion
myoclonic,50538,9,7,2,0,3,my ocl onic
fogies,24927,6,6,0,1,2,fog ies
nkr,60508,3,3,0,1,2,n kr
deoxyribonucleases,37499,18,14,4,0,6,de ox yr ibon uc leases
classnotfoundexception,61182,22,14,8,0,4,class not found exception
matamoras,57555,9,6,3,0,3,mat am oras
hanzkie,13926,7,7,0,1,3,h anz kie
geotracker,25927,10,8,2,0,3,ge otr acker
artesian,205119,8,7,1,1,2,art esian
paedo,13592,5,5,0,1,2,pa edo
sobbed,174690,6,5,1,1,2,sob bed
steenkamp,25329,9,8,1,1,3,ste enk amp
icers,39847,5,5,0,1,1,icers
fago,307350,4,4,0,1,2,f ago
bignaturals,580034,11,10,1,0,4,b ign atur als
collura,24429,7,6,1,1,2,coll ura
siblings,2446697,8,6,2,0,1,siblings
genres,8694858,6,5,1,1,1,genres
advocated,1207217,9,7,2,0,2,adv ocated
mondaq,31428,6,6,0,0,2,mond aq
ischial,15868,7,6,1,0,2,isch ial
zofilia,19325,7,6,1,0,3,z of ilia
preferably,3906858,10,8,2,1,2,prefer ably
shoptalk,105060,8,8,0,1,3,sh opt alk
ixth,16666,4,4,0,1,2,ix th
adventuresome,60063,13,11,2,0,3,ad ventures ome
bartlow,16120,7,7,0,1,2,bart low
airshows,75207,8,7,1,1,2,air shows
nutricology,80654,11,10,1,0,3,nut ric ology
gardel,51195,6,6,0,1,2,gard el
cookwarecookware,28148,16,7,9,0,4,cook ware cook ware
findnext,18674,8,7,1,1,2,find next
meilen,50168,6,5,1,0,2,me ilen
fulldisclosure,24386,14,10,4,0,4,ful ld is closure
allentown,1551378,9,7,2,0,3,all ent own
wargasm,15700,7,6,1,1,3,w arg asm
numberline,69655,10,8,2,0,2,number line
encina,72381,6,5,1,1,2,enc ina
konkoly,15861,7,5,2,0,3,kon kol y
burden,9722173,6,6,0,1,2,bur den
kovno,18655,5,4,1,1,2,kov no
mangusta,31405,8,7,1,1,3,m ang usta
mozza,13922,5,4,1,1,2,mo zza
zxw,14257,3,3,0,1,2,zx w
toxickemail,12834,11,10,1,0,3,tox ick email
capsizes,24495,8,7,1,1,2,caps izes
directnet,12852,9,7,2,0,2,direct net
ganden,17782,6,5,1,1,2,g anden
radissonhotel,95431,13,11,2,0,3,rad isson hotel
brone,20252,5,5,0,1,2,br one
amplifies,193624,9,8,1,0,3,am pl ifies
marrero,200470,7,5,2,0,3,m arr ero
contacto,605688,8,5,3,0,2,contact o
brows,409717,5,5,0,1,2,b rows
goggle,837713,6,4,2,0,2,g oggle
wwworangecouk,43690,13,10,3,0,4,www orang ec ouk
fortec,91869,6,6,0,1,2,fort ec
steinmann,50157,9,7,2,0,2,stein mann
decoctions,23153,10,8,2,1,3,de co ctions
ojha,22589,4,4,0,1,2,oj ha
klustrix,14816,8,8,0,1,3,kl ust rix
swings,2245409,6,5,1,1,2,sw ings
nandina,19512,7,4,3,0,2,nand ina
teammate,671936,8,4,4,1,3,te amm ate
reimbursement,4904547,13,9,4,0,2,re imbursement
dissimulation,37551,13,10,3,0,3,d iss imulation
rentable,98840,8,7,1,1,2,rent able
sujoy,21443,5,5,0,1,2,su joy
maran,230201,5,4,1,1,2,mar an
outdoorsgarden,51886,14,10,4,0,3,out doors garden
mineralized,122985,11,9,2,0,3,min eral ized
workshops,16759938,9,7,2,0,2,work shops
asiaticos,25863,9,6,3,0,3,asi atic os
cox,9503104,3,3,0,1,1,cox
windres,38047,7,7,0,1,2,wind res
berghe,35724,6,5,1,1,2,berg he
ifo,271197,3,3,0,1,1,ifo
ennyah,22285,6,5,1,1,2,enny ah
caerphilly,361213,10,9,1,0,4,ca er ph illy
mutilates,17176,9,8,1,0,3,m util ates
ponytails,48321,9,9,0,1,3,pon yt ails
washio,14382,6,6,0,1,2,wash io
quebecers,83588,9,7,2,0,4,qu eb ec ers
shahnameh,21071,9,6,3,0,4,sh ah name h
aynaoui,21390,7,6,1,1,2,ayna oui
grantsburg,63548,10,8,2,0,3,gr ants burg
newsfeeds,905692,9,6,3,0,2,news feeds
aops,169883,4,4,0,1,2,a ops
acessar,58551,7,5,2,0,2,ac essar
zebra,2902469,5,5,0,1,2,z ebra
neater,94914,6,5,1,1,2,ne ater
lwow,14370,4,3,1,1,2,lw ow
tecn,40934,4,4,0,1,2,te cn
schizo,94266,6,6,0,1,2,sch izo
amigaos,94062,7,6,1,1,3,am iga os
cmp,3574611,3,3,0,1,1,cmp
littlepage,24886,10,7,3,0,2,little page
deceiver,143370,8,6,2,1,2,de ceiver
enzymedica,33279,10,9,1,1,4,enz ym ed ica
impatica,15942,8,6,2,0,3,im pat ica
golgel,25677,6,4,2,1,2,gol gel
benedicta,40116,9,8,1,0,3,ben edict a
illustrating,1235806,12,9,3,0,2,illustr ating
vielen,159103,6,5,1,0,2,v ielen
vppon,62889,5,4,1,1,3,v pp on
accountings,24035,11,9,2,0,2,account ings
heinke,15152,6,5,1,1,2,he inke
stateside,294602,9,6,3,0,2,states ide
downfield,76861,9,8,1,0,2,down field
openminded,33118,10,7,3,0,3,open m inded
guad,21711,4,4,0,1,2,gu ad
belcourt,80704,8,8,0,1,2,bel court
watermilfoil,30851,12,10,2,0,3,water mil foil
prostituieren,65244,13,9,4,0,4,pro stit u ieren
bluestem,88255,8,7,1,0,3,bl uest em
ankara,1335650,6,4,2,1,2,ank ara
planisphere,26676,11,9,2,0,2,plan isphere
rangeley,81529,8,7,1,0,2,range ley
godawful,37436,8,8,0,0,3,god aw ful
glogg,52283,5,3,2,1,3,g log g
choices,19552069,7,6,1,0,1,choices
shorrock,25485,8,6,2,0,3,sh or rock
rathmines,78454,9,9,0,0,4,r ath min es
mindstorm,25738,9,8,1,0,2,mind storm
elle,2245279,4,2,2,1,1,elle
molis,15585,5,5,0,1,2,m olis
nogent,29223,6,5,1,1,2,nog ent
ximian,373165,6,5,1,0,2,xim ian
voorbehouden,51262,12,9,3,0,3,voor be houden
groundworks,26789,11,9,2,0,2,ground works
sourcesafe,209620,10,8,2,0,2,sources afe
kongress,62997,8,7,1,1,2,kong ress
canbet,60476,6,6,0,1,2,can bet
extant,659214,6,5,1,1,2,ext ant
beers,2633610,5,4,1,1,2,be ers
pellinor,33695,8,7,1,0,3,pell in or
waikerie,24098,8,6,2,0,3,wa iker ie
newsagency,66816,10,8,2,0,2,news agency
pzb,15929,3,3,0,1,2,p zb
theophylline,295883,12,9,3,0,3,the ophyll ine
gegevens,89636,8,5,3,0,1,gegevens
wetline,31804,7,6,1,0,2,wet line
docherty,113106,8,8,0,1,2,doch erty
differentials,741431,13,10,3,0,3,d iffer entials
voraus,13050,6,6,0,1,2,v oraus
vulcanized,85532,10,10,0,1,4,v ul can ized
matchstick,174526,10,8,2,0,2,match stick
hool,160131,4,3,1,0,2,h ool
qtm,20674,3,3,0,1,2,q tm
headsail,16125,8,7,1,0,2,heads ail
colestipol,31271,10,8,2,1,4,col est ip ol
dubbel,66866,6,5,1,1,2,dub bel
