Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect,GPT4o_IFCorrect,LlaMa3.1-8B_IFCorrect,Gemma2-9B_IFCorrect,Mixtral-7B_IFCorrect
aniello,20701,7,6,1,2,ani ello,1,1,0,0,0
hdx,55721,3,3,0,2,h dx,1,1,1,1,1
pentagon,4424810,8,7,1,2,pent agon,1,1,1,0,0
nky,38445,3,3,0,2,n ky,1,1,1,1,1
husb,226726,4,4,0,2,hus b,1,1,1,1,1
beaumont,2241669,8,8,0,3,be a umont,1,1,0,0,0
netpack,17679,7,7,0,2,net pack,1,1,1,0,0
vodcasts,20709,8,7,1,2,vod casts,0,1,0,1,0
cladocera,15066,9,7,2,4,cl ad oc era,1,1,0,0,0
holidayinnexpress,96679,17,13,4,3,holiday inn express,0,0,0,0,0
rabbitte,59760,8,6,2,2,rabbit te,0,1,0,0,0
worldgenweb,16454,11,9,2,3,world gen web,0,1,0,0,0
fptr,49997,4,4,0,2,f ptr,1,1,1,1,1
techforge,37470,9,8,1,2,tech forge,0,1,0,0,0
relaxante,13566,9,7,2,3,rel ax ante,1,1,0,0,0
marcil,86872,6,6,0,2,mar cil,1,1,1,1,0
groundhogs,52375,10,8,2,3,ground h ogs,0,1,0,0,1
ballwin,156931,7,6,1,2,ball win,1,1,0,1,1
inju,23589,4,4,0,2,in ju,1,1,1,1,0
preferiti,94110,9,6,3,2,prefer iti,0,1,1,0,1
vlad,712444,4,4,0,2,vl ad,1,1,1,0,0
rqo,31779,3,3,0,2,rq o,1,1,1,1,1
vigils,185029,6,5,1,2,vig ils,0,1,0,1,0
kawata,25921,6,4,2,3,k aw ata,0,1,0,0,0
fecit,28147,5,5,0,2,fec it,1,1,1,1,1
hedi,41217,4,4,0,2,h edi,1,1,1,1,1
gerontologist,56285,13,9,4,3,ger ont ologist,0,0,0,0,0
october,163363054,7,6,1,2,oct ober,0,1,0,0,0
canted,47818,6,6,0,2,c anted,1,1,1,0,1
publicite,17862,9,8,1,2,public ite,0,0,0,0,0
woodmore,15529,8,6,2,2,wood more,0,0,0,0,0
eicken,16665,6,5,1,2,e icken,1,1,0,0,0
schweigert,35387,10,9,1,4,sch we ig ert,0,0,0,0,0
hoorah,50330,6,4,2,3,ho or ah,0,0,0,0,0
samba,5838327,5,4,1,2,s amba,1,1,1,0,1
ahyf,46910,4,4,0,3,ah y f,1,1,1,1,1
ittee,18856,5,3,2,2,it tee,1,1,0,0,1
haviour,27251,7,7,0,2,h aviour,1,1,1,0,0
proxibid,43609,8,7,1,3,prox ib id,0,0,0,0,0
qnap,20286,4,4,0,2,q nap,1,1,1,1,1
neophytes,67967,9,8,1,4,ne oph y tes,1,1,0,0,1
edco,37083,4,4,0,2,ed co,1,1,1,1,0
weatyer,28414,7,6,1,3,we at yer,0,1,0,1,0
orne,108734,4,4,0,1,orne,1,1,1,1,1
ondansetron,74269,11,8,3,4,ond ans et ron,0,1,0,0,0
slieve,59080,6,5,1,2,sl ieve,1,1,1,1,0
inness,30975,6,4,2,1,inness,1,1,0,0,0
hive,975507,4,4,0,1,hive,1,1,1,0,0
akadot,13241,6,5,1,3,ak ad ot,1,1,0,1,1
lex,2424291,3,3,0,1,lex,1,1,1,1,0
aaargh,45209,6,4,2,3,aa arg h,0,1,0,0,0
thiland,13955,7,7,0,2,th iland,1,1,0,1,1
loeb,786285,4,4,0,2,lo eb,1,1,1,0,0
loadmodule,188268,10,7,3,2,load module,0,0,0,0,0
orogenic,48229,8,7,1,2,or ogenic,0,1,0,0,0
probaby,18496,7,6,1,2,prob aby,1,1,0,0,0
idealised,68635,9,6,3,2,ideal ised,0,1,0,0,0
misch,30396,5,5,0,2,m isch,1,1,1,0,0
bastin,61134,6,6,0,2,bast in,1,1,1,0,0
fulminant,63162,9,8,1,3,ful min ant,1,1,0,0,0
pt,21722139,2,2,0,1,pt,1,1,1,1,1
wwwbarnes,43737,9,7,2,4,www b arn es,1,1,0,0,0
hortensia,27826,9,9,0,3,hort ens ia,1,1,1,1,0
lozenets,43365,8,7,1,3,lo zen ets,0,1,0,0,0
kocken,14672,6,5,1,3,k ock en,1,1,0,0,0
placerville,337153,11,8,3,3,pl ac erville,0,0,0,0,0
hypothesizing,32327,13,11,2,4,h ypo thes izing,0,1,0,0,0
haggard,726438,7,5,2,3,h agg ard,1,1,0,0,0
bunion,74662,6,5,1,2,b union,1,1,0,0,1
fabian,952695,6,5,1,2,fab ian,1,1,0,1,0
kernicterus,19397,11,9,2,4,k ern icter us,0,0,0,0,1
notable,5044802,7,7,0,2,not able,1,1,1,0,0
controlar,21944,9,7,2,2,control ar,0,0,0,0,1
jcs,273629,3,3,0,2,j cs,1,1,1,1,1
hobbico,74163,7,5,2,3,h obb ico,1,1,1,0,0
kea,495514,3,3,0,1,kea,1,1,1,0,0
chubb,528168,5,4,1,2,ch ubb,1,1,0,0,0
pootergeek,23186,10,7,3,4,p ooter ge ek,0,0,0,0,0
schottky,225251,8,7,1,3,sch ott ky,0,1,0,0,0
levey,122173,5,4,1,2,le vey,0,1,1,1,1
farrowing,53912,9,8,1,3,f arrow ing,1,1,0,0,0
jsow,14855,4,4,0,2,js ow,1,1,0,0,1
neooffice,228713,9,6,3,2,neo office,0,0,0,0,0
skepticality,19776,12,10,2,4,s kept ical ity,0,1,0,0,0
atbd,21012,4,4,0,2,at bd,1,1,1,0,1
centauri,292505,8,8,0,3,cent aur i,1,1,1,0,0
knack,616898,5,4,1,2,kn ack,1,1,0,0,0
argus,2172332,5,5,0,2,arg us,1,1,1,1,0
convolved,35488,9,7,2,2,conv olved,0,0,0,0,0
benni,124117,5,4,1,3,b enn i,1,1,1,1,0
mediastinal,167587,11,9,2,3,medi ast inal,0,1,0,0,0
grafalloy,41264,9,7,2,3,graf al loy,0,1,0,0,0
ashutosh,65795,8,6,2,3,ash ut osh,1,1,0,0,0
pove,20589,4,4,0,2,p ove,1,1,1,0,1
folken,13253,6,6,0,2,fol ken,1,1,1,1,1
uncontained,14499,11,9,2,2,un contained,0,1,0,0,0
kasher,25553,6,6,0,2,k asher,1,1,1,1,1
montell,67095,7,6,1,2,mont ell,1,1,0,0,0
aboveground,238317,11,10,1,2,above ground,0,1,0,1,0
rusa,83734,4,4,0,2,rus a,1,1,1,1,1
bluemarine,20486,10,9,1,3,bl uem arine,0,1,0,0,0
swiftforth,12719,10,8,2,2,swift forth,0,1,0,0,0
tridiagonal,81518,11,9,2,3,tr idi agonal,0,0,0,0,0
gettooltiplocation,13816,18,10,8,3,get tooltip location,0,0,0,0,0
masry,29613,5,5,0,2,mas ry,1,1,1,0,1
armario,15628,7,5,2,2,arm ario,0,1,0,1,1
tothegame,16030,9,7,2,4,to th eg ame,0,1,0,0,0
laotians,20505,8,7,1,3,la ot ians,1,1,0,0,0
sucker,1501371,6,6,0,2,s ucker,1,1,1,1,1
stynes,23420,6,5,1,2,st ynes,0,1,0,0,0
tagbilaran,18132,10,8,2,4,tag b ilar an,0,1,0,0,0
innovis,15501,7,5,2,3,inn ov is,1,1,1,1,0
wyalong,32832,7,7,0,3,w yal ong,1,1,1,0,1
proffered,270990,9,6,3,3,pro ffer ed,0,1,0,0,0
rebeka,44807,6,5,1,2,reb eka,0,1,0,1,0
misterioso,14534,10,7,3,3,m ister ioso,0,0,0,0,0
krissy,279266,6,5,1,2,kr issy,1,1,0,0,0
rusticana,51824,9,8,1,2,rust icana,0,1,0,0,0
orangetravel,50989,12,9,3,4,oran get r avel,0,1,0,0,0
rammed,449732,6,5,1,2,ram med,1,1,0,1,0
consommables,14775,12,9,3,3,cons omm ables,0,0,0,0,0
nodisplay,18339,9,9,0,2,nod isplay,1,1,0,1,1
korba,21595,5,5,0,2,kor ba,1,1,1,1,1
roum,12745,4,4,0,2,rou m,1,1,1,0,1
emotionally,2391987,11,9,2,2,emotion ally,0,1,0,0,0
canistota,26338,9,7,2,3,can ist ota,0,1,0,0,0
maduras,578852,7,6,1,2,mad uras,1,1,1,1,1
relationally,24798,12,9,3,2,relation ally,0,0,0,0,0
bscn,22280,4,4,0,2,bs cn,1,1,1,1,1
epflagentas,61694,11,9,2,4,ep fl agent as,0,1,1,0,0
criminel,51865,8,7,1,3,cr im inel,0,0,0,1,0
quicktime,4959182,9,8,1,2,quick time,0,0,0,0,0
hegoak,41836,6,6,0,3,he go ak,1,1,1,0,1
retool,57270,6,5,1,2,re tool,0,0,0,0,0
japonesque,26365,10,9,1,4,j ap ones que,0,1,0,0,0
doan,621669,4,4,0,2,do an,1,1,1,0,0
freeplay,160225,8,7,1,2,free play,1,1,0,1,1
breezewood,53580,10,7,3,4,b ree z ewood,0,1,0,0,0
arawa,27506,5,3,2,2,ar awa,1,1,0,0,0
wwwpopcapcom,30993,12,6,6,4,www pop cap com,0,0,0,0,0
lics,100053,4,4,0,2,lic s,1,1,1,0,1
redemptorist,25368,12,9,3,4,red empt or ist,0,1,0,0,0
longwell,65106,8,6,2,2,long well,1,0,0,0,0
prais,15183,5,5,0,2,pr ais,1,1,1,0,0
ldflags,442953,7,6,1,2,ld flags,0,0,0,0,0
vexed,243525,5,4,1,3,v ex ed,0,1,0,0,1
madmonkey,20037,9,8,1,2,mad monkey,1,1,0,0,0
cuy,24134,3,3,0,2,c uy,1,1,1,0,1
csh,522700,3,3,0,2,c sh,1,1,1,1,0
realizes,1434600,8,7,1,2,real izes,0,1,0,0,1
retourne,44559,8,6,2,3,ret our ne,1,1,0,0,0
shc,263892,3,3,0,2,sh c,1,1,1,1,0
quakers,594003,7,7,0,2,qu akers,1,1,1,0,1
muhsin,72319,6,6,0,3,mu hs in,1,1,1,1,1
dunnigan,107156,8,6,2,3,d unn igan,0,1,0,0,0
furusawa,16817,8,6,2,3,f urus awa,1,1,0,0,0
jairo,47276,5,5,0,2,j airo,1,1,1,0,1
intimin,12779,7,4,3,2,int imin,1,0,0,0,0
listlevel,82011,9,6,3,2,list level,0,0,0,0,0
svankmajer,24145,10,9,1,4,sv ank maj er,0,1,0,0,0
museum,47195123,6,4,2,2,m useum,0,1,0,0,0
rapallo,50188,7,5,2,2,rap allo,0,1,0,0,0
zomg,35828,4,4,0,3,z om g,1,1,1,0,1
wildomar,88233,8,8,0,3,wild om ar,1,1,1,1,1
websitepipeline,22479,15,9,6,2,website pipeline,0,0,0,0,0
willunga,47133,8,7,1,2,will unga,0,1,0,1,0
bicycles,3205685,8,7,1,3,b icy cles,1,1,0,0,0
autonomas,30506,9,7,2,3,aut onom as,0,1,0,0,0
tidbit,327832,6,4,2,2,tid bit,0,0,0,0,0
entreprenuer,21231,12,6,6,4,ent rep ren uer,0,0,0,0,0
revia,19848,5,5,0,2,rev ia,1,1,1,0,0
skane,30773,5,5,0,2,sk ane,1,1,1,0,1
html,83094022,4,4,0,1,html,1,1,1,1,1
prize,16204739,5,5,0,2,pr ize,1,1,1,0,1
medley,1717954,6,5,1,2,med ley,0,1,0,0,1
ubique,36006,6,5,1,2,ub ique,1,1,0,0,0
animation,17219873,9,6,3,1,animation,0,0,0,0,0
nvg,109984,3,3,0,2,n vg,1,1,1,1,1
semid,16734,5,5,0,2,sem id,1,1,1,0,0
overlooking,2981818,11,9,2,2,over looking,0,1,0,0,0
fargument,31525,9,9,0,2,f argument,1,1,0,1,1
ribonucleoprotein,133002,17,11,6,5,rib on ucle op rotein,0,0,0,0,0
bulls,3540837,5,4,1,2,bull s,0,1,0,1,0
nevado,45296,6,6,0,2,nev ado,1,1,1,0,1
merson,53646,6,6,0,2,m erson,1,1,1,1,1
sodoma,13413,6,5,1,3,s od oma,1,1,1,1,0
hbolat,18356,6,6,0,3,h bol at,1,1,1,0,1
qormi,13842,5,5,0,3,q orm i,1,1,1,1,1
gobbledegook,17098,12,7,5,4,g obble deg ook,0,0,0,0,0
splitting,2749527,9,7,2,2,split ting,0,1,0,0,0
tipler,45890,6,6,0,2,ti pler,1,1,1,1,1
ramifications,876834,13,10,3,2,ram ifications,0,0,0,0,0
isds,74857,4,3,1,2,is ds,1,1,0,0,0
manuever,28796,8,7,1,3,man ue ver,0,0,0,0,0
cane,3494916,4,4,0,2,c ane,1,1,1,1,0
enamored,190024,8,7,1,3,en am ored,1,1,0,0,1
hopkinsville,218498,12,10,2,3,hop kins ville,0,0,0,0,0
sulston,22693,7,6,1,3,s ul ston,0,0,0,0,0
catf,15569,4,4,0,2,cat f,1,1,1,1,0
tenore,15931,6,5,1,2,ten ore,1,1,0,1,1
ektro,19780,5,5,0,2,ekt ro,1,1,1,1,1
lunaire,66773,7,7,0,3,l una ire,1,1,0,1,1
sissys,15089,6,3,3,3,s iss ys,1,0,0,0,0
dedit,22558,5,4,1,2,d edit,1,1,0,0,0
shigley,21741,7,7,0,3,sh ig ley,1,1,1,1,1
yanmar,151100,6,5,1,2,yan mar,0,1,0,0,0
entech,29475,6,5,1,2,ent ech,1,1,0,1,1
codek,22361,5,5,0,2,code k,1,1,0,0,0
chromoly,38241,8,7,1,2,chrom oly,0,0,0,1,0
iala,16512,4,3,1,2,ial a,1,1,1,0,1
maryb,16839,5,5,0,2,mary b,1,1,1,1,0
coastwatch,34321,10,7,3,3,co ast watch,0,1,0,0,0
commissioned,4041679,12,8,4,2,commission ed,0,0,0,0,0
scart,1213599,5,5,0,2,sc art,1,1,1,1,1
conoce,46286,6,4,2,2,con oce,0,1,0,0,0
shoreland,90113,9,9,0,2,shore land,1,1,0,0,0
ocad,25507,4,4,0,2,oc ad,1,1,1,1,1
stevedores,40624,10,7,3,3,ste ved ores,0,1,0,0,0
depts,1586217,5,5,0,2,de pts,1,1,1,1,0
titch,32945,5,4,1,2,t itch,1,1,0,0,0
ligne,1303464,5,5,0,1,ligne,1,1,1,1,0
plaids,111543,6,6,0,2,pla ids,1,1,1,0,1
resuspended,169845,11,7,4,2,res uspended,0,0,0,0,0
oooffl,12714,6,3,3,3,oo off l,1,1,0,1,1
wwwcomputers,25416,12,10,2,3,www comput ers,1,1,1,0,0
dufresne,139717,8,7,1,4,du f res ne,1,1,0,1,0
crossfader,62602,10,8,2,3,cross f ader,0,0,0,0,0
wabush,19514,6,6,0,3,w ab ush,1,1,1,1,0
trolly,52706,6,5,1,3,t rol ly,1,1,0,1,0
authentications,45789,15,10,5,3,auth entic ations,0,0,0,0,0
adfreak,21888,7,6,1,2,adf reak,0,1,0,0,1
varietal,505144,8,7,1,3,var iet al,1,1,0,0,1
ginepro,38191,7,7,0,3,g ine pro,1,1,1,1,1
exerting,302622,8,7,1,3,ex ert ing,0,1,0,1,1
broadoak,15840,8,6,2,3,bro ado ak,0,1,0,0,0
wolkowicz,12888,9,7,2,4,w olk ow icz,0,1,0,0,0
accelerando,19142,11,8,3,3,accel er ando,0,0,0,0,0
autospeed,45433,9,8,1,2,autos peed,0,1,0,0,0
innpoints,97021,9,6,3,2,inn points,0,0,0,0,0
trulia,368937,6,6,0,2,tr ulia,0,1,1,1,0
grenora,15938,7,6,1,2,gren ora,1,1,1,0,0
depto,54820,5,5,0,2,dept o,1,1,1,1,0
searchday,27384,9,8,1,2,search day,0,1,0,0,0
levis,734906,5,5,0,2,le vis,1,1,1,1,0
peuples,34134,7,5,2,2,pe uples,1,1,0,0,0
gualala,86008,7,4,3,3,g ual ala,1,1,0,1,0
mutch,106606,5,5,0,2,mut ch,1,1,1,1,1
atn,528125,3,3,0,2,at n,1,1,1,0,0
icrisat,54640,7,6,1,3,ic ris at,0,1,0,0,0
alreay,13129,6,5,1,3,al re ay,0,0,0,0,1
arrowwood,28795,9,5,4,2,arrow wood,0,1,0,0,0
bellary,49147,7,6,1,2,bell ary,1,1,0,1,0
anonymity,1482647,9,7,2,3,an onym ity,0,1,0,0,0
slocombe,36655,8,7,1,3,s lo combe,0,1,1,0,1
kindergarteners,43006,15,10,5,4,kind erg art eners,0,0,0,0,0
skydiver,69673,8,8,0,3,sky div er,1,1,1,1,1
kirner,14429,6,5,1,2,kir ner,1,1,0,0,0
unbiased,4324253,8,8,0,2,un biased,1,1,1,0,1
kestler,14532,7,6,1,2,kest ler,0,1,0,0,0
nlra,66992,4,4,0,2,nl ra,1,1,1,1,1
humanizing,60590,10,8,2,2,human izing,0,1,0,0,0
internationl,47655,12,8,4,3,intern ation l,0,1,0,0,0
balochistan,193986,11,10,1,3,bal och istan,1,1,0,0,0
kayna,61948,5,4,1,3,k ay na,1,1,0,0,1
bpe,85303,3,3,0,2,b pe,1,1,1,1,1
wallchart,29045,9,7,2,2,wall chart,0,1,0,0,0
mexio,16163,5,5,0,3,m ex io,1,1,1,0,1
godlike,173441,7,7,0,2,god like,1,1,1,0,0
crf,473083,3,3,0,2,cr f,1,1,1,0,1
micheal,710613,7,7,0,3,m iche al,1,1,1,1,1
quine,188997,5,5,0,1,quine,1,0,1,1,1
eenid,13937,5,4,1,2,een id,1,1,1,1,1
christner,21509,9,8,1,2,christ ner,0,1,0,0,0
panchkula,329704,9,8,1,3,pan chk ula,1,1,0,0,0
cyclocross,236783,10,6,4,4,c yc loc ross,0,0,0,0,0
knowlegable,16664,11,9,2,3,know leg able,0,0,0,0,0
freelarry,36368,9,6,3,3,fre el arry,0,1,0,0,0
guileless,41796,9,6,3,3,gu ile less,0,1,0,0,0
brickfield,37417,10,9,1,2,brick field,0,1,0,1,0
sdwis,21576,5,4,1,2,sd wis,1,1,0,0,0
repoview,103362,8,7,1,3,rep ov iew,0,1,0,1,0
obliga,57079,6,6,0,2,ob liga,1,1,0,1,0
genotoxic,108888,9,8,1,2,gen otoxic,0,1,0,0,0
xdm,294514,3,3,0,2,xd m,1,1,1,1,1
cody,2568563,4,4,0,2,c ody,1,1,1,0,0
velzen,16969,6,5,1,2,vel zen,0,1,0,0,0
grodno,74934,6,5,1,3,g rod no,0,1,0,0,0
kbackup,18625,7,6,1,2,k backup,0,0,0,0,0
clasic,75574,6,5,1,2,cl asic,0,1,0,0,0
communally,56074,10,8,2,3,comm un ally,0,1,0,0,0
entrancing,75040,10,8,2,2,entr ancing,0,1,0,0,0
strangling,143445,10,8,2,2,str angling,1,1,0,0,0
hogares,20647,7,7,0,2,hog ares,1,1,0,0,0
nicolini,25351,8,5,3,2,nic olini,1,0,0,0,0
felons,367661,6,6,0,2,fel ons,0,1,1,0,0
teuber,28309,6,5,1,2,te uber,0,1,0,1,0
scratchbox,18790,10,9,1,2,scratch box,0,1,0,0,0
aerobically,38069,11,9,2,4,a er ob ically,0,1,0,0,0
subcategorization,24752,17,13,4,4,sub c ategor ization,0,0,0,0,0
macaroon,45114,8,6,2,3,mac ar oon,1,1,1,0,0
fellowship,8728834,10,9,1,3,f ellow ship,1,1,0,0,0
antigos,17197,7,7,0,2,ant igos,1,1,1,0,0
flybys,26619,6,5,1,3,fly b ys,1,1,0,0,0
catron,122279,6,6,0,2,cat ron,1,1,1,1,0
beliveau,29932,8,7,1,2,bel iveau,0,1,0,1,1
jobkabob,24341,8,5,3,4,job k ab ob,0,1,0,0,0
repellant,226884,9,7,2,2,rep ellant,0,1,0,0,0
tersebut,30799,8,6,2,3,ter se but,0,1,0,0,0
legende,66949,7,5,2,2,leg ende,0,1,0,0,0
tictactoe,138063,9,6,3,4,t ict act oe,0,0,0,0,0
geochron,37803,8,7,1,3,ge och ron,0,1,0,0,0
obrador,42607,7,5,2,2,ob rador,1,1,0,0,0
ekoostik,18152,8,6,2,3,eko ost ik,0,1,0,0,0
vism,89051,4,4,0,2,v ism,1,1,1,1,0
unshared,50368,8,8,0,2,un shared,1,1,1,1,0
cabrel,15135,6,6,0,2,cab rel,1,1,1,1,1
txd,167449,3,3,0,2,tx d,1,1,1,1,1
ditionary,62639,9,8,1,2,dition ary,0,1,0,0,1
sbg,92793,3,3,0,2,s bg,1,1,1,1,1
nonresidents,168617,12,8,4,3,non res idents,0,1,0,0,0
carseat,128904,7,6,1,3,c arse at,1,1,0,0,1
sealab,52281,6,5,1,3,se al ab,0,1,0,0,0
musou,27410,5,4,1,2,mus ou,1,1,0,1,0
horticulturist,89073,14,9,5,4,hort icult ur ist,0,0,0,0,0
netmotion,14998,9,6,3,2,net motion,0,0,0,0,0
cognitions,72392,10,7,3,3,c ogn itions,0,1,0,1,0
ffiec,97292,5,4,1,2,ff iec,1,1,0,0,1
linettebackroom,43075,15,12,3,4,lin ette back room,0,0,0,0,0
speedrazor,14238,10,8,2,3,speed raz or,0,1,0,0,1
hissed,219599,6,5,1,3,h iss ed,1,1,1,0,1
cesarean,418871,8,6,2,3,ces are an,1,1,0,0,0
astronomia,76806,10,8,2,3,astr onom ia,0,1,0,0,0
appu,13985,4,3,1,2,app u,0,1,0,0,0
ioral,26666,5,5,0,2,ior al,1,1,1,1,1
kjw,15641,3,3,0,2,kj w,1,1,1,1,1
mackerel,578375,8,7,1,3,m acker el,0,1,0,0,0
winnacunnet,22626,11,8,3,5,w inn ac un net,0,0,0,0,0
housereal,13390,9,8,1,3,h ous ereal,0,0,0,0,0
unwillingly,142496,11,7,4,4,un w illing ly,0,1,0,0,0
muga,35409,4,4,0,2,m uga,1,1,1,0,1
mercato,151538,7,7,0,2,merc ato,1,1,1,1,0
righteousness,1950164,13,10,3,3,right eous ness,0,1,0,0,0
gorefest,23230,8,7,1,3,g oref est,0,1,0,0,0
vizcaino,53796,8,7,1,4,viz c ain o,1,1,0,0,0
harshad,23454,7,5,2,3,har sh ad,1,1,0,0,0
durante,482765,7,7,0,2,dur ante,1,1,1,1,0
sirtis,177930,6,4,2,3,s irt is,0,1,0,0,0
loose,12556710,5,4,1,2,lo ose,1,1,0,1,0
barry,12921548,5,4,1,2,bar ry,1,1,0,1,0
mortazavi,24569,9,8,1,3,mort az avi,1,1,0,0,0
brushcutter,28280,11,8,3,3,brush c utter,0,1,0,0,0
entombment,43458,10,6,4,3,ent omb ment,0,0,0,0,0
peaceniks,36786,9,8,1,3,pe acen iks,1,1,0,0,0
rayner,323041,6,5,1,2,ray ner,1,1,0,1,0
cecile,332430,6,4,2,2,cec ile,1,1,0,0,0
floop,14214,5,4,1,2,f loop,1,1,0,1,0
culos,200254,5,5,0,1,culos,1,1,1,0,1
overington,13196,10,8,2,2,over ington,1,1,0,0,0
meetup,8449127,6,5,1,2,meet up,1,1,1,0,1
yamaha,9134279,6,4,2,2,y amaha,0,1,0,1,0
chiding,40532,7,6,1,2,ch iding,0,1,0,1,0
subcapsular,17513,11,8,3,3,sub caps ular,0,0,0,0,0
natomas,84495,7,6,1,3,n atom as,0,1,0,0,1
kerasotes,62481,9,7,2,3,ker as otes,0,0,0,0,0
andijan,61121,7,5,2,3,and ij an,1,1,0,0,0
itech,189484,5,5,0,1,itech,1,1,1,0,0
taurocholate,13294,12,9,3,4,ta uro ch olate,0,1,0,0,0
computersale,12713,12,11,1,3,comput ers ale,0,0,0,0,0
annrika,15854,7,5,2,2,ann rika,1,1,0,1,1
setactionmap,12793,12,10,2,3,set action map,0,0,0,0,0
pilates,2415579,7,7,0,3,p il ates,1,1,0,0,0
zupko,49050,5,5,0,3,z up ko,1,1,1,1,1
debunked,194680,8,6,2,3,deb unk ed,0,1,0,0,0
armors,92263,6,5,1,2,arm ors,1,1,1,1,0
forceclass,14377,10,8,2,2,force class,0,0,0,0,0
joella,14357,6,5,1,2,jo ella,1,1,0,0,0
paleozoic,167135,9,8,1,4,p ale ozo ic,1,1,0,0,0
seans,14788,5,4,1,2,se ans,1,1,0,0,1
oscillation,1002305,11,8,3,2,osc illation,0,0,0,0,0
robak,25973,5,5,0,2,rob ak,1,1,1,1,1
sexclips,18106,8,7,1,3,sex cl ips,1,1,0,0,0
multitudinous,50122,13,9,4,3,mult itud inous,0,0,0,0,0
kostya,49362,6,6,0,3,k ost ya,1,1,1,1,0
savall,26061,6,4,2,2,sav all,1,1,0,0,0
rockaway,516971,8,7,1,2,rock away,1,1,0,0,0
kokuou,20431,6,3,3,3,k oku ou,0,1,0,0,0
turkmen,354324,7,7,0,3,tur k men,1,1,1,1,0
instru,225277,6,6,0,2,instr u,1,1,1,0,0
rlm,155391,3,3,0,2,rl m,1,1,1,1,1
crossbow,439568,8,6,2,2,cross bow,0,1,0,0,0
schol,155693,5,5,0,2,sch ol,1,1,1,0,0
kompass,151659,7,6,1,2,kom pass,1,1,0,0,0
juvenil,76586,7,7,0,2,juven il,1,1,1,0,1
tubus,17850,5,4,1,3,t ub us,1,1,0,0,0
fanjita,13152,7,6,1,3,fan j ita,1,1,0,0,0
krishnas,24216,8,7,1,3,kr ish nas,0,1,0,0,0
verssion,17228,8,7,1,3,vers s ion,0,0,0,0,0
res,19797705,3,3,0,1,res,1,1,1,0,1
readmissions,43355,12,9,3,2,read missions,0,0,0,0,0
renset,69531,6,5,1,2,ren set,0,1,0,1,0
yric,30276,4,4,0,2,y ric,1,1,1,1,1
avrohom,25982,7,6,1,3,av ro hom,0,1,0,1,0
oprg,14073,4,4,0,2,op rg,1,1,1,0,1
memchr,26947,6,5,1,2,mem chr,0,1,0,0,0
damani,24086,6,5,1,2,dam ani,1,1,0,1,0
interjecting,47760,12,8,4,3,inter ject ing,0,1,0,0,0
diastolic,418890,9,8,1,3,di ast olic,1,1,0,0,0
farrer,138832,6,4,2,3,f arr er,0,1,0,0,0
jamais,227632,6,5,1,2,jam ais,1,1,1,0,0
les,28848836,3,3,0,1,les,1,1,1,0,0
wring,188579,5,5,0,2,w ring,1,1,1,1,1
rencontre,613753,9,6,3,2,ren contre,1,1,0,0,0
manwaring,38612,9,7,2,3,man w aring,0,1,0,0,0
tyr,2587078,3,3,0,2,ty r,1,1,1,1,0
indicative,2542684,10,8,2,2,indic ative,0,1,0,0,0
taihape,25763,7,6,1,3,t ai hape,1,1,0,0,0
playbo,29430,6,6,0,2,play bo,1,1,1,0,0
glay,43339,4,4,0,2,gl ay,1,1,1,0,1
leverton,47115,8,7,1,2,lever ton,1,1,1,1,1
milions,21008,7,6,1,2,mil ions,0,1,0,1,0
theatres,3518346,8,6,2,3,the at res,1,1,0,0,1
lilesville,16021,10,5,5,3,l ile sville,0,0,0,0,0
eqnikhs,53987,7,7,0,3,eq nik hs,1,1,1,1,0
ivona,27928,5,5,0,2,iv ona,1,1,1,1,0
graybeal,20381,8,7,1,3,gray be al,1,1,0,0,0
teleconverter,81417,13,8,5,2,tele converter,0,1,0,0,0
prematurity,185806,11,9,2,3,pre m aturity,0,0,0,0,0
gutmans,28020,7,7,0,3,g utm ans,1,1,1,1,1
umek,14730,4,4,0,2,um ek,1,1,1,1,0
gefallen,30681,8,6,2,3,ge fall en,0,1,0,0,0
galatea,94903,7,5,2,3,gal ate a,1,1,0,1,0
dragoon,389124,7,6,1,2,dr agoon,1,1,0,0,0
faveur,62360,6,6,0,3,f ave ur,1,1,1,0,0
glassford,27807,9,8,1,2,glass ford,0,1,0,0,0
auction,44619724,7,7,0,1,auction,1,1,0,1,0
oxiclean,13205,8,8,0,3,ox icle an,1,1,1,1,0
bottomland,72843,10,8,2,2,bottom land,0,1,0,0,0
bloks,241048,5,5,0,2,blo ks,1,1,1,0,0
bohemian,2402466,8,8,0,3,bo hem ian,1,1,0,0,0
dmag,13987,4,4,0,2,dm ag,1,1,1,1,0
lewiston,1169283,8,8,0,2,lew iston,1,1,1,0,0
matchesrating,111412,13,11,2,2,matches rating,0,1,0,0,0
pgrinn,13936,6,5,1,3,p gr inn,1,1,0,0,0
fastream,17936,8,7,1,2,fast ream,0,1,0,0,1
joyeuse,16695,7,6,1,3,joy e use,0,1,1,0,0
ovate,143727,5,5,0,2,ov ate,1,1,1,0,1
servicemaster,95521,13,9,4,4,serv ic em aster,0,1,0,0,0
lanzamiento,21582,11,9,2,3,lan z amiento,0,1,0,0,0
eeye,92646,4,2,2,2,e eye,0,0,0,1,0
biochimie,66420,9,7,2,4,bio ch im ie,0,0,0,0,0
